sequencialPrecedente,tipoPrecedente,numeroPrecedente,Processo,numeroRegistro,ministroRelator,leadingCase,dataAfetacao,dataPublicacaoAfetacao,observacaoAfetacao,NOME_MINISTRO_AFETACAO,dataVistaMPF,dataJulgamento,dataPbulicacaoAcordao,processoSTF,dataRemessaSTF,situacaoProcessoSTF,tribunalOrigem,siglaTribunalOrigem,siglaRegiaoOrigem,origemUF,tipoJusticaOrigem,quantidadeProcessosSuspensoNaOrigem,dataPublicacaoEmbargosDeDeclaração,Desafetação,Embargos de Divergência
1201,Tema,939,REsp 1551951,201502162012,PAULO DE TARSO SANSEVERINO,S,2015-09-08,2015-09-08,,PAULO DE TARSO SANSEVERINO,2015-11-12,2016-08-24,2016-09-06,RE 1041994,,Transitado em julgado,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,2016-11-11,,
1202,Tema,940,REsp 1465832,201401635625,PAULO DE TARSO SANSEVERINO,S,2015-09-15,2015-09-15,,PAULO DE TARSO SANSEVERINO,2015-11-26,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,"2017-03-22 : Afetação cancelada na sessão de julgamento do dia 22/03/2017. Proclamação Parcial de Julgamento: A Seção, por maioria, acolhendo questão de ordem suscitada pelo Ministro Ricardo Villas Bôas Cueva, decidiu retirar o caráter repetitivo e desafetar o julgamento à Terceira Turma. Acompanharam o Sr. Ministro Ricardo Villas Bôas Cueva os Srs. Ministros Nancy Andrighi, Luis Felipe Salomão, Maria Isabel Gallotti, Antonio Carlos Ferreira, Marco Buzzi, Marco Aurélio Bellizze e Moura Ribeiro. Vencido o Sr. Ministro Paulo de Tarso Sanseverino, Relator.",
1203,Tema,941,REsp 1564070,201502742659,LUIS FELIPE SALOMÃO,S,2015-11-20,,,LUIS FELIPE SALOMÃO,2015-11-20,2017-03-22,2017-04-18,,,,Tribunal de Justiça do Estado de Minas Gerais,TJMG      ,SE,MG,Justiça Estadual,0,,,
1205,Tema,942,REsp 1556834,201502398773,LUIS FELIPE SALOMÃO,S,2015-11-20,,,LUIS FELIPE SALOMÃO,2015-11-20,2016-06-22,2016-08-10,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1204,Tema,943,REsp 1551488,201502077230,LUIS FELIPE SALOMÃO,S,2015-11-20,,,LUIS FELIPE SALOMÃO,2015-11-20,2017-06-14,2017-08-01,,,,Tribunal de Justiça do Estado do Mato Grosso do Sul,TJMS      ,CO,MS,Justiça Estadual,0,,,
1206,Tema,944,REsp 1433544,201400225603,LUIS FELIPE SALOMÃO,S,2015-11-20,,,LUIS FELIPE SALOMÃO,2015-11-20,2016-11-09,2016-12-01,,,,Tribunal de Justiça do Estado de Sergipe,TJSE      ,NE,SE,Justiça Estadual,0,,,
1207,Tema,945,REsp 1423464,201304008052,LUIS FELIPE SALOMÃO,S,2015-11-20,,,LUIS FELIPE SALOMÃO,2015-11-20,2016-04-27,2016-05-27,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1222,Tema,946,REsp 1564340,201502697762,HERMAN BENJAMIN,S,2015-12-14,2015-12-14,,HERMAN BENJAMIN,2015-12-14,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,2016-02-02 : Afetação cancelada,
1241,Tema,947,REsp 1361799,201300117056,RAUL ARAÚJO,S,2016-02-01,2016-02-01,,RAUL ARAÚJO,2016-02-01,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,"2017-09-27 : Afetação cancelada na sessão de julgamento do dia 27/09/2017. Proclamação Parcial de Julgamento: Prosseguindo o julgamento, após o voto-vista antecipado do Sr. Ministro Ricardo Villas Bôas Cueva, a Segunda Seção, por maioria, em questão de ordem, deliberou no sentido da desafetação do recurso especial.",
1261,Tema,948,REsp 1361872,201300117614,RAUL ARAÚJO,N,2019-06-07,2019-06-07,,RAUL ARAÚJO,,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,2022-12-01 : Recurso Especial desafetado por decião publicada no DJe de 1º/12/2022.,
1261,Tema,948,REsp 1361872,201300117614,RAUL ARAÚJO,N,2019-06-07,2019-06-07,,RAUL ARAÚJO,,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,2022-12-01 : Recurso Especial desafetado por decião publicada no DJe de 1º/12/2022.,
1261,Tema,948,REsp 1362022,201300122379,RAUL ARAÚJO,N,2019-06-07,2019-06-07,,RAUL ARAÚJO,,2021-04-28,2021-05-24,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1261,Tema,948,REsp 1362022,201300122379,RAUL ARAÚJO,N,2019-06-07,2019-06-07,,RAUL ARAÚJO,,2021-04-28,2021-05-24,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1261,Tema,948,REsp 1438263,201400427790,RAUL ARAÚJO,S,2019-06-07,2019-06-07,,RAUL ARAÚJO,2016-02-22,2021-04-28,2021-05-24,ARE 1382624,,Concluso ao relator,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,2021-09-24,,
1261,Tema,948,REsp 1438263,201400427790,RAUL ARAÚJO,S,2019-06-07,2019-06-07,,RAUL ARAÚJO,2016-02-22,2021-04-28,2021-05-24,ARE 1382624,,Concluso ao relator,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,2021-09-24,,
1262,Tema,949,REsp 1483930,201402409893,LUIS FELIPE SALOMÃO,S,2016-03-22,,,LUIS FELIPE SALOMÃO,2016-04-25,2016-11-23,2017-02-01,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,2017-05-03,,
1263,Tema,950,REsp 1527232,201500535587,LUIS FELIPE SALOMÃO,S,2016-03-22,,,LUIS FELIPE SALOMÃO,2016-04-01,2017-12-13,2018-02-05,ARE 1252902,,Baixado,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,"2018-04-18, 2018-04-18, 2019-11-27",,
1223,Tema,951,REsp 1348638,201202143367,NAPOLEÃO NUNES MAIA FILHO,N,2016-04-06,2016-04-06,,NAPOLEÃO NUNES MAIA FILHO,2016-04-07,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,"2018-06-29 : ""O exame prévio dos autos permite verificar que o recurso preenche os requisitos de admissibilidade recursal, o que possibilitará o exame
da tese afetada. Assim, declara-se a desafetação dos Recursos Especiais 1.348.636/SP e 1.348638/SP, que deverão ser analisados pelo Relator no rito comum."" (acórdão proferido na Proposta Afetação publicado no DJe de 29/6/2018).",
1223,Tema,951,REsp 1348636,201202143848,NAPOLEÃO NUNES MAIA FILHO,N,2016-03-28,2016-03-28,,NAPOLEÃO NUNES MAIA FILHO,2016-03-28,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,"2018-06-29 : ""O exame prévio dos autos permite verificar que o recurso preenche os requisitos de admissibilidade recursal, o que possibilitará o exame
da tese afetada. Assim, declara-se a desafetação dos Recursos Especiais 1.348.636/SP e 1.348638/SP, que deverão ser analisados pelo Relator no rito comum."" (acórdão proferido na Proposta Afetação publicado no DJe de 29/6/2018).",
1223,Tema,951,REsp 1589069,201600590987,NAPOLEÃO NUNES MAIA FILHO,S,2018-06-29,2018-06-29,,NAPOLEÃO NUNES MAIA FILHO,2018-09-19,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,"2021-06-30 : Na sessão de 23.6.2021, a Primeira Seção, acolhendo questão de ordem, decidiu desafetar o presente recurso uma vez que o objeto do recurso não se refere ao Tema 951/STJ, e substituí-lo por outro da temática pertinente.",
1223,Tema,951,REsp 1595745,201601048966,NAPOLEÃO NUNES MAIA FILHO,N,2018-06-29,2018-06-29,,NAPOLEÃO NUNES MAIA FILHO,2018-09-19,,,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,"2021-06-30 : Na sessão de 23.6.2021, a Primeira Seção, acolhendo questão de ordem, decidiu desafetar o presente recurso uma vez que o objeto do recurso não se refere ao Tema 951/STJ, e substituí-lo por outro da temática pertinente.",
1301,Tema,952,REsp 1568244,201502972780,RICARDO VILLAS BÔAS CUEVA,S,2016-05-18,2016-05-18,,RICARDO VILLAS BÔAS CUEVA,2016-05-27,2016-12-14,2016-12-19,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,"2017-08-28, 2017-08-28, 2017-08-28, 2018-02-27",,
1301,Tema,952,REsp 1568244,201502972780,RICARDO VILLAS BÔAS CUEVA,S,2016-08-22,2016-08-22,,RICARDO VILLAS BÔAS CUEVA,2016-05-27,2016-12-14,2016-12-19,,,,Tribunal de Justiça do Estado do Rio de Janeiro,TJRJ      ,SE,RJ,Justiça Estadual,0,"2017-08-28, 2017-08-28, 2017-08-28, 2018-02-27",,
1302,Tema,953,REsp 1388972,201301760262,MARCO BUZZI,S,2016-05-18,2016-05-18,,MARCO BUZZI,2016-05-27,2017-02-08,2017-03-13,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,,
1302,Tema,953,REsp 1593858,201600795830,MARCO BUZZI,N,2016-05-18,2016-05-18,,MARCO BUZZI,2016-05-27,,,,,,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,,"2017-03-20 : Desafetação ao rito dos recursos repetitivos, por decisão unânime da Segunda Seção, nos termos do voto do Sr. Ministro Relator.",
1282,Tema,954,REsp 1525174,201500847679,ASSUSETE MAGALHÃES,S,2016-12-19,2016-12-19,,ASSUSETE MAGALHÃES,2016-07-04,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1282,Tema,954,REsp 1525131,201500847707,ASSUSETE MAGALHÃES,N,2017-12-05,2017-12-05,,ASSUSETE MAGALHÃES,2017-12-15,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,,
1282,Tema,954,REsp 1525134,201500848820,LUIS FELIPE SALOMÃO,N,2016-06-07,2016-06-07,,LUIS FELIPE SALOMÃO,2016-06-07,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,"2016-06-24 : ""Diante das peculiaridades do caso concreto, entendo que o presente recurso não se presta a julgamento sob o rito do art. 1.036 do CPC de 2.015, razão pela qual torno sem efeito a sua afetação"" (decisão publicada no DJe de 24/06/2016).
",
1283,Tema,955,REsp 1312736,201200647966,ANTONIO CARLOS FERREIRA,S,2016-06-15,2016-06-15,,ANTONIO CARLOS FERREIRA,2016-06-27,2018-08-08,2018-08-16,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,"2019-03-06, 2019-03-06",,
1284,Tema,956,REsp 1575905,201503223996,JOÃO OTÁVIO DE NORONHA,S,2016-07-01,2016-07-01,,JOÃO OTÁVIO DE NORONHA,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,"2016-12-14 : Afetação cancelada: ""No caso em exame, não obstante a seleção do recurso como representativo da controvérsia, verifico não ter sido caracterizada a multiplicidade recursal, justificando-se seu julgamento pelo rito comum"" (decisão publicada no DJe de 14/12/2016).",
1284,Tema,956,REsp 1575996,201503235875,JOÃO OTÁVIO DE NORONHA,N,2016-08-19,2016-08-19,,JOÃO OTÁVIO DE NORONHA,,,,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,,"2016-12-14 : Afetação cancelada: ""No caso em exame, não obstante a seleção do recurso como representativo da controvérsia, verifico não ter sido caracterizada a multiplicidade recursal, justificando-se seu julgamento pelo rito comum"" (decisão publicada no DJe de 14/12/2016).",
1441,Tema,957,REsp 1596081,201601088221,RICARDO VILLAS BÔAS CUEVA,N,2016-08-01,2016-08-01,,RICARDO VILLAS BÔAS CUEVA,2016-08-08,2017-10-25,2017-11-22,RE 1195838,,Concluso ao relator,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,"2018-08-24, 2018-08-24, 2018-08-24",,
1441,Tema,957,REsp 1602106,201601376794,RICARDO VILLAS BÔAS CUEVA,S,2016-08-01,2016-08-01,,RICARDO VILLAS BÔAS CUEVA,2016-08-08,2017-10-25,2017-11-22,RE 1195841,,Baixado,Tribunal de Justiça do Estado do Paraná,TJPR      ,SU,PR,Justiça Estadual,0,"2018-08-24, 2018-08-24, 2018-08-24",,
1501,Tema,958,REsp 1578490,201600112740,PAULO DE TARSO SANSEVERINO,N,2016-10-17,2016-10-17,,PAULO DE TARSO SANSEVERINO,2016-10-17,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,"2019-02-08 : Afetação cancelada em decisão monocrática: ""Tendo em vista o julgamento do Tema 958/STJ nos autos do REsp 1.578.553/SP,
sessão de 28/11/2018, desafeto o presente recurso do rito dos recursos especiais repetitivos."" (publicada no DJe de 8/2/2019). ",
1501,Tema,958,REsp 1578553,201600112776,PAULO DE TARSO SANSEVERINO,S,2016-10-17,2016-10-17,,PAULO DE TARSO SANSEVERINO,2016-10-17,2018-11-28,2018-12-06,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1501,Tema,958,REsp 1578526,201600112877,PAULO DE TARSO SANSEVERINO,N,2016-09-02,2016-09-02,,PAULO DE TARSO SANSEVERINO,2016-09-12,,,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,"2019-02-14 : Afetação cancelada em decisão monocrática: ""Tendo em vista o julgamento do Tema 958/STJ nos autos do REsp 1.578.553/SP,
sessão de 28/11/2018, desafeto o presente recurso do rito dos recursos especiais repetitivos."" (publicada no DJe de 14/2/2019).",
1502,Tema,959,REsp 1349935,201202242049,ROGERIO SCHIETTI CRUZ,S,2016-09-16,2016-09-16,,ROGERIO SCHIETTI CRUZ,2016-09-16,2017-08-23,2017-09-14,,,,Tribunal Regional Federal da 5ª Região,TRF5      ,NE,PE,Justiça Federal,0,,,
1521,Tema,960,REsp 1601149,201601361027,PAULO DE TARSO SANSEVERINO,S,2016-09-20,2016-09-20,,PAULO DE TARSO SANSEVERINO,2016-09-30,2018-06-13,2018-08-15,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,2018-10-29,,
1521,Tema,960,REsp 1602042,201601397813,PAULO DE TARSO SANSEVERINO,N,2017-04-03,2017-04-03,,PAULO DE TARSO SANSEVERINO,2017-04-05,,,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,,"2018-08-31 : Afetação cancelada: ""Ante o exposto, DESAFETO o presente recurso do rito dos arts. 1.036 ss. do CPC/2015.""",
1522,Tema,961,REsp 1358837,201202680262,ASSUSETE MAGALHÃES,S,2016-10-03,2016-10-03,,ASSUSETE MAGALHÃES,2016-11-03,2021-03-10,2021-03-29,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1522,Tema,961,REsp 1764349,201802301305,ASSUSETE MAGALHÃES,N,2018-10-15,2018-10-15,,ASSUSETE MAGALHÃES,2018-10-25,2021-03-10,2021-03-29,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1522,Tema,961,REsp 1764405,201802304675,ASSUSETE MAGALHÃES,N,2018-10-15,2018-10-15,,ASSUSETE MAGALHÃES,2018-10-25,2021-03-10,2021-03-29,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1528,Tema,962,REsp 1377019,201300134372,ASSUSETE MAGALHÃES,S,2016-10-03,2016-10-03,,ASSUSETE MAGALHÃES,2016-10-17,2021-11-24,2021-11-29,,,,Tribunal Regional Federal da 3ª Região,TRF3      ,SE,SP,Justiça Federal,0,,,
1528,Tema,962,REsp 1787156,201600095723,ASSUSETE MAGALHÃES,N,2019-02-21,2019-02-21,,ASSUSETE MAGALHÃES,,2021-11-24,2021-12-01,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1528,Tema,962,REsp 1776138,201802839846,ASSUSETE MAGALHÃES,N,2019-02-04,,,ASSUSETE MAGALHÃES,,2021-11-24,2021-12-01,,,,Tribunal Regional Federal da 2ª Região,TRF2      ,SE,RJ,Justiça Federal,0,,,
1529,Tema,963,REsp 1576254,201503258482,MAURO CAMPBELL MARQUES,N,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,2019-06-26,2019-09-04,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2021-03-17,,
1529,Tema,963,REsp 1576254,201503258482,MAURO CAMPBELL MARQUES,N,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,2019-06-26,2019-09-04,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2021-03-17,,
1529,Tema,963,REsp 1583323,201600381884,MAURO CAMPBELL MARQUES,S,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,2019-06-26,2019-09-04,RE 1333274,,Baixado,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2021-03-17,,
1529,Tema,963,REsp 1583323,201600381884,MAURO CAMPBELL MARQUES,S,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,2019-06-26,2019-09-04,RE 1333274,,Baixado,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2021-03-17,,
1530,Tema,964,CC 147784,201601931112,MAURO CAMPBELL MARQUES,S,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,,,,,,Justiça do Trabalho 1ª Instância Paraná,JTPR      ,SU,PR,Justiça Especializada,0,,"2017-10-25 : Proclamação Final de Julgamento: ""A Seção, por maioria, vencidos os Srs. Ministros Relator, Assusete Magalhães e Sérgio Kukina, de ofício, desafetou o conflito do rito dos repetitivos e julgou prejudicado o agravo interno, nos termos do voto do Sr. Ministro Napoleão Nunes Maia Filho, que lavrará o acórdão."" ",
1530,Tema,964,CC 148519,201602292682,MAURO CAMPBELL MARQUES,N,2016-10-03,2016-10-03,,MAURO CAMPBELL MARQUES,2016-10-17,,,,,,Justiça Estadual 1ª Instância Mato Grosso,JE1MT     ,CO,MT,Justiça Estadual,0,,"2017-10-25 : Proclamação Final de Julgamento: ""A Seção, por maioria, vencidos os Srs. Ministros Relator, Assusete Magalhães e Sérgio Kukina, de ofício, desafetou o conflito do rito dos repetitivos e julgou prejudicado o agravo interno, nos termos do voto do Sr. Ministro Napoleão Nunes Maia Filho, que lavrará o acórdão.""",
1541,Tema,965,REsp 1588969,201600744998,ASSUSETE MAGALHÃES,S,2016-10-05,2016-10-05,,ASSUSETE MAGALHÃES,2016-10-17,2018-02-28,2018-04-11,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-02-01,,
1541,Tema,965,REsp 1613733,201601844650,ASSUSETE MAGALHÃES,N,2016-10-05,2016-10-05,,ASSUSETE MAGALHÃES,2016-10-17,2018-02-28,2018-04-11,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-02-01,,
1561,Tema,966,REsp 1612818,201601809436,MAURO CAMPBELL MARQUES,N,2016-12-02,2016-12-02,,MAURO CAMPBELL MARQUES,,2019-02-13,2019-03-13,RE 1255432,,Concluso ao relator,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-05-27,,
1561,Tema,966,REsp 1631021,201602646684,MAURO CAMPBELL MARQUES,S,2016-12-02,2016-12-02,,MAURO CAMPBELL MARQUES,,2019-02-13,2019-03-13,RE 1252411,,Baixado,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,"2019-05-27, 2019-05-27",,
1562,Tema,967,REsp 1108058,200802774162,RAUL ARAÚJO,S,2016-12-19,2016-12-19,,RAUL ARAÚJO,2017-03-20,2018-10-10,2018-10-23,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,,,
1563,Tema,968,REsp 1552434,201502069900,PAULO DE TARSO SANSEVERINO,S,2017-02-02,2017-02-02,,PAULO DE TARSO SANSEVERINO,2017-04-05,2018-06-13,2018-06-21,,,,Tribunal de Justiça do Estado de Goiás,TJGO      ,CO,GO,Justiça Estadual,0,"2018-09-17, 2019-04-29, 2019-05-23",,
1563,Tema,968,REsp 1579250,201600150060,PAULO DE TARSO SANSEVERINO,N,2017-04-24,2017-04-24,,PAULO DE TARSO SANSEVERINO,2017-06-14,,,,,,Tribunal de Justiça do Estado de Goiás,TJGO      ,CO,GO,Justiça Estadual,0,,"2018-08-31 : Afetação cancelada: ""Ante o exposto, DESAFETO o presente recurso do rito dos arts. 1.036 ss. do CPC/2015.""",
1581,Tema,969,REsp 1521999,201500713173,SÉRGIO KUKINA,S,2017-03-03,2017-03-03,,SÉRGIO KUKINA,2017-06-23,2018-11-28,2019-03-22,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1581,Tema,969,REsp 1525388,201500856994,SÉRGIO KUKINA,N,2017-03-03,2017-03-03,,SÉRGIO KUKINA,2017-06-23,2018-12-12,2019-04-03,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1629,Tema,970,REsp 1498484,201403066349,LUIS FELIPE SALOMÃO,N,2017-05-03,2017-05-03,,LUIS FELIPE SALOMÃO,2017-05-16,2019-05-22,2019-06-25,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,2019-10-15,,
1629,Tema,970,REsp 1635428,201602850005,LUIS FELIPE SALOMÃO,S,2017-05-03,2017-05-03,,LUIS FELIPE SALOMÃO,2017-05-16,2019-05-22,2019-06-25,,,,Tribunal de Justiça do Estado de Santa Catarina,TJSC      ,SU,SC,Justiça Estadual,0,2019-10-15,,
1630,Tema,971,REsp 1614721,201601879526,LUIS FELIPE SALOMÃO,S,2017-05-03,2017-05-03,,LUIS FELIPE SALOMÃO,2017-05-16,2019-05-22,2019-06-25,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,2019-10-15,,
1630,Tema,971,REsp 1631485,201602669130,LUIS FELIPE SALOMÃO,N,2017-05-03,2017-05-03,,LUIS FELIPE SALOMÃO,,2019-05-22,2019-06-25,,,,Tribunal de Justiça do Distrito Federal e Territórios,TJDFT     ,CO,DF,Justiça Estadual,0,2019-10-15,,
1631,Tema,972,REsp 1639259,201603068997,PAULO DE TARSO SANSEVERINO,N,2017-05-15,2017-05-15,,PAULO DE TARSO SANSEVERINO,2017-05-22,2018-12-12,2018-12-17,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1631,Tema,972,REsp 1639320,201603072869,PAULO DE TARSO SANSEVERINO,S,2017-05-04,2017-05-04,,PAULO DE TARSO SANSEVERINO,2017-11-07,2018-12-12,2018-12-17,,,,Tribunal de Justiça de São Paulo - Páteo do Colégio,TJSPCF    ,SE,SP,Justiça Estadual,0,,,
1633,Tema,973,REsp 1648238,201700104338,GURGEL DE FARIA,S,2017-05-11,2017-05-11,,GURGEL DE FARIA,2017-05-16,2018-06-20,2018-06-27,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1633,Tema,973,REsp 1648498,201700107862,GURGEL DE FARIA,N,2017-05-11,2017-05-11,,GURGEL DE FARIA,2017-05-16,2018-06-20,2018-06-27,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1633,Tema,973,REsp 1650588,201700185941,GURGEL DE FARIA,N,2017-05-11,2017-05-11,,GURGEL DE FARIA,,2018-06-20,2018-06-27,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-02-26,,
1634,Tema,974,REsp 1612778,201601807263,ASSUSETE MAGALHÃES,N,2017-10-27,2017-10-27,,ASSUSETE MAGALHÃES,2017-11-06,2018-11-28,2019-02-19,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-10-15,,
1634,Tema,974,REsp 1617086,201601986614,ASSUSETE MAGALHÃES,S,2017-05-15,2017-05-15,,ASSUSETE MAGALHÃES,2017-05-19,2018-11-28,2019-02-01,ARE 1274017,,Baixado,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2019-10-15,,
1636,Tema,975,REsp 1644191,201603308183,HERMAN BENJAMIN,N,2017-05-29,2017-05-29,,HERMAN BENJAMIN,2017-05-29,2019-12-11,2020-08-04,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,2020-12-17,,
1636,Tema,975,REsp 1648336,201700090524,HERMAN BENJAMIN,S,2017-05-29,2017-05-29,,HERMAN BENJAMIN,2017-05-29,2019-12-11,2020-08-04,,,,Tribunal Regional Federal da 4ª Região,TRF4      ,SU,RS,Justiça Federal,0,,,
1648,Tema,976,REsp 1643873,201603243832,OG FERNANDES,N,2017-08-16,2017-08-16,,OG FERNANDES,2017-08-16,2017-12-13,2017-12-19,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,2018-03-20,,
1648,Tema,976,REsp 1643856,201603244094,OG FERNANDES,S,2017-06-23,2017-06-23,,OG FERNANDES,2017-06-23,2017-12-13,2017-12-19,,,,Tribunal de Justiça do Estado de São Paulo - Av. Brigadeiro,TJSP      ,SE,SP,Justiça Estadual,0,2018-03-09,,
1639,Tema,977,REsp 1656161,201700394980,LUIS FELIPE SALOMÃO,S,2017-06-29,2017-06-29,,LUIS FELIPE SALOMÃO,2017-07-10,2021-09-16,2021-10-25,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,"2022-03-18, 2022-03-18",,
1639,Tema,977,REsp 1663130,201700659398,LUIS FELIPE SALOMÃO,N,2017-06-29,2017-06-29,,LUIS FELIPE SALOMÃO,2017-07-10,2021-09-16,2021-10-25,,,,Tribunal de Justiça do Estado do Rio Grande do Sul,TJRS      ,SU,RS,Justiça Estadual,0,2022-03-18,,
1640,Tema,978,REsp 1665598,201700861141,LUIS FELIPE SALOMÃO,S,2017-08-01,2017-08-01,,LUIS FELIPE SALOMÃO,2017-08-01,,,,,,Tribunal de Justiça do Estado do Mato Grosso,TJMT      ,CO,MT,Justiça Estadual,0,,,
