"situacao";"dat_alteracao";"codigo";"descricao";"cod_pai";"cod_filhos";"cod_filhos_ativos";"nivel"
"I";"2008-09-30 15:52:47";"392";"Libelo";"160.0";"";"";"4"
"I";"2016-08-24 16:26:34";"417";"Inclusão em pauta";"48.0";"";"";"3"
"I";"2018-06-25 18:09:55";"465";"Confusão entre autor e réu";"456.0";"";"";"5"
"I";"2008-09-30 15:52:47";"799";"Aditamento do libelo";"163.0";"";"";"4"
"I";"2008-09-30 15:52:47";"803";"Libelo";"163.0";"";"";"4"
"I";"2009-10-02 11:35:44";"824";"Definitiva";"117.0";"";"";"4"
"I";"2018-06-26 11:47:10";"873";"Deliberação em Sessão";"48.0";"";"";"3"
"I";"2023-03-31 16:10:58";"884";"Transação Penal";"385.0";"";"";"4"
"I";"2024-09-26 12:58:46";"897";"Retirada de pauta";"48.0";"";"";"3"
"I";"2011-05-11 14:01:13";"900";"Declaração de competência em conflito";"385.0";"";"";"4"
"I";"2018-06-27 09:02:18";"947";"Por pendência de AIREsp";"25.0";"";"";"4"
"I";"2009-06-30 10:28:55";"960";"Conflito de Competência";"25.0";"";"";"4"
"I";"2009-06-29 17:40:41";"971";"Exceção da Verdade";"25.0";"";"";"4"
"I";"2009-06-12 18:44:19";"1015";"Suspensão do Processo";"1013.0";"";"";"4"
"I";"2011-10-19 17:20:28";"1045";"Prescrição, decadência ou perempção";"973.0";"";"";"5"
"I";"2022-06-02 12:14:38";"10962";"Regressão de Medida Sócio-Educativa";"1013.0";"";"";"4"
"I";"2022-06-02 12:16:48";"10963";"Progressão de Medida Sócio-Educativa";"817.0";"";"";"4"
"I";"2009-10-02 11:53:41";"10965";"Remissão a Adolescente Infrator";"210.0";"";"";"5"
"I";"2021-07-30 16:09:34";"10966";"Mudança de Classe Processual";"48.0";"";"";"3"
"I";"2022-03-22 13:48:30";"11002";"Revogação da Suspensão do Processo";"157.0";"";"";"4"
"I";"2009-10-02 13:35:17";"11011";"Homologada a Remissão";"378.0";"";"";"4"
"I";"2022-06-01 17:23:08";"11014";"Convenção das Partes para Cumprimento Voluntário da obrigação";"11025.0";"";"";"4"
"I";"2021-12-03 17:32:38";"11015";"Exceção de Incompetência, suspeição ou Impedimento";"11025.0";"";"";"4"
"I";"2022-06-10 14:28:13";"11024";"Assistência Judiciária Gratuita";"11023.0";"";"";"4"
"I";"2023-09-27 16:25:46";"11394";"Homologada a Remissão";"218.0";"";"";"4"
"I";"2023-09-27 13:52:39";"11396";"Concessão de remissão a adolescente com exclusão do processo";"218.0";"";"";"4"
"I";"2024-11-12 16:25:17";"11423";"Medida protetiva";"817.0";"";"";"4"
"I";"2024-11-12 16:32:56";"11424";"Medida protetiva";"888.0";"";"";"4"
"I";"2024-11-12 16:40:28";"11425";"Medida protetiva";"968.0";"";"";"4"
"I";"2024-11-12 16:47:54";"11426";"Medida protetiva";"157.0";"";"";"4"
"I";"2017-11-24 17:51:18";"12029";"Recebe Teste";"865.0";"";"";"3"
"I";"2021-12-01 19:29:48";"12065";"Cumprimento de Suspensão ou Sobrestamento";"48.0";"";"";"3"
"I";"2021-12-01 19:37:42";"12067";"Levantamento da Suspensão ou Dessobrestamento";"3.0";"";"";"3"
"I";"2021-12-01 19:39:00";"12068";"Levantamento da Suspensão ou Dessobrestamento";"11009.0";"";"";"3"
"I";"2024-09-26 12:57:05";"12101";"Inclusão do processo para julgamento eletrônico";"48.0";"";"";"3"
"I";"2024-09-26 13:30:36";"12102";"Adiamento do julgamento (CPC, art. 935)";"48.0";"";"";"3"
"I";"2017-11-24 16:48:18";"12163";"Outras Decisões";"3.0";"";"";"3"
"I";"2020-06-05 15:28:41";"12184";"Suspensão Condicional do Processo";"218.0";"";"";"4"
"I";"2018-06-25 18:42:06";"12262";"Emenda a inicial";"160.0";"";"";"4"
"I";"2018-06-26 12:03:27";"12279";"Fim";"12276.0";"";"";"4"
"I";"2018-07-19 11:49:52";"12316";"Notificação Inicial";"48.0";"";"";"3"
"I";"2018-07-19 11:49:58";"12317";"Notificação inicial com liminar";"48.0";"";"";"3"
"I";"2024-07-31 12:53:18";"12437";"Conhecimento para determinar sua autuação como Recurso Especial";"12433.0";"";"";"5"
"I";"2021-08-12 14:13:47";"12447";"pagamento";"1008.0";"";"";"4"
"I";"2019-07-18 15:16:57";"12449";"expedição de alvará de levantamento";"11010.0";"";"";"4"
"I";"2019-07-04 14:29:28";"12478";"Medida protetiva determinada por autoridade policia";"12477.0";"";"";"4"
"I";"2019-07-09 15:55:18";"12537";"Não-realizada";"12527.0";"12538";"";"5"
"I";"2019-07-09 15:54:53";"12538";"Infrutífera";"12537.0";"";"";"6"
"I";"2020-03-20 11:35:31";"12615";"Composição Civil";"385.0";"";"";"4"
"I";"2020-03-20 11:55:09";"12617";"Renúncia";"456.0";"";"";"5"
"I";"2022-09-22 11:39:40";"12618";"Remessa CEJUSC";"48.0";"";"";"3"
"I";"2020-06-03 15:50:16";"12656";"Partido Movimentado";"12655.0";"";"";"4"
"I";"2020-09-17 15:22:26";"12665";"Procedência da Impugnação (Registro Deferido)";"385.0";"";"";"4"
"I";"2020-06-03 22:29:35";"12671";"Procedência em Parte da Impugnação (Registro Cassado)";"12670.0";"";"";"6"
"I";"2020-06-03 23:02:19";"12704";"Anulação de Acórdão (Registro Deferido)";"12678.0";"";"";"5"
"I";"2020-06-03 23:02:26";"12705";"Anulação de Acórdão (Registro Indeferido)";"12678.0";"";"";"5"
"I";"2020-06-03 23:02:07";"12706";"Anulação de Acórdão (Registro Cancelado)";"12678.0";"";"";"5"
"I";"2020-06-03 23:02:13";"12707";"Anulação de Acórdão (Registro Cassado)";"12678.0";"";"";"5"
"I";"2020-06-03 23:02:30";"12708";"Anulação de Acórdão (Registro Sem Julgamento)";"12678.0";"";"";"5"
"I";"2020-06-17 15:01:32";"12748";"de Instrução";"12747.0";"";"";"5"
"I";"2022-11-25 16:48:35";"12759";"Realização de Procedimento Restaurativo";"48.0";"";"";"3"
"I";"2025-06-12 17:09:39";"12765";"Envio para Juízo de Retratação ";"3.0";"12766,12767,15418,15419";"15418";"3"
"I";"2025-06-12 17:06:15";"12766";"Por Divergência de Entendimento com o STF";"12765.0";"";"";"4"
"I";"2025-06-12 17:08:14";"12767";"Por Divergência de Entendimento com STJ";"12765.0";"";"";"4"
"I";"2021-01-28 11:04:09";"14230";"Apreciação de Questão Interlocutória";"3.0";"";"";"3"
"I";"2021-07-30 13:28:49";"14730";"Homologação Parcial do Flagrante";"3.0";"";"";"3"
"I";"2024-11-12 16:55:49";"14733";"Prorrogação de Medida Protetiva";"3.0";"";"";"3"
"I";"2021-09-29 18:07:53";"14902";"Perícia";"48.0";"";"";"3"
"I";"2024-03-07 16:22:29";"15237";"Justificação";"12744.0";"";"";"5"
"I";"2025-06-12 17:08:41";"15419";"Por Divergência de Entendimento com TNU";"12765.0";"";"";"4"
